Symbol,Price,signal
SBR,0.50755856274061,1.0
SNOB,0.76065490797925,1.0
UST,0.99988608530837,0.0
ALPACA,0.95115569916133,1.0
USDT,1.00017502029052,0.0
SUNNY,0.06451408552321,1.0
TULIP,22.79202116753746,1.0
